loss,config,halt_threshold,n_sup,split,epoch,step,count,val_acc,note
softmean,nsup-16,0.0,16,train,40,3,0,89.48,
softmean,nsup-16,0.0,16,train,40,4,0,89.48,
softmean,nsup-16,0.0,16,train,40,5,0,89.48,
softmean,nsup-16,0.0,16,train,40,6,0,89.48,
softmean,nsup-16,0.0,16,train,40,7,0,89.48,
softmean,nsup-16,0.0,16,train,40,8,0,89.48,
softmean,nsup-16,0.0,16,train,40,9,0,89.48,
softmean,nsup-16,0.0,16,train,40,10,0,89.48,
softmean,nsup-16,0.0,16,train,40,11,0,89.48,
softmean,nsup-16,0.0,16,train,40,12,0,89.48,
softmean,nsup-16,0.0,16,train,40,13,0,89.48,
softmean,nsup-16,0.0,16,train,40,14,0,89.48,
softmean,nsup-16,0.0,16,train,40,15,0,89.48,
softmean,nsup-16,0.0,16,train,40,16,0,89.48,includes never-halted
softmean,nsup-16,0.0,16,val,40,1,5000,89.48,
softmean,nsup-16,0.0,16,val,40,2,0,89.48,
softmean,nsup-16,0.0,16,val,40,3,0,89.48,
softmean,nsup-16,0.0,16,val,40,4,0,89.48,
softmean,nsup-16,0.0,16,val,40,5,0,89.48,
softmean,nsup-16,0.0,16,val,40,6,0,89.48,
softmean,nsup-16,0.0,16,val,40,7,0,89.48,
softmean,nsup-16,0.0,16,val,40,8,0,89.48,
softmean,nsup-16,0.0,16,val,40,9,0,89.48,
softmean,nsup-16,0.0,16,val,40,10,0,89.48,
softmean,nsup-16,0.0,16,val,40,11,0,89.48,
softmean,nsup-16,0.0,16,val,40,12,0,89.48,
softmean,nsup-16,0.0,16,val,40,13,0,89.48,
softmean,nsup-16,0.0,16,val,40,14,0,89.48,
softmean,nsup-16,0.0,16,val,40,15,0,89.48,
softmean,nsup-16,0.0,16,val,40,16,0,89.48,includes never-halted
softmean,nsup-16,0.0,16,train,50,1,45000,96.94,
softmean,nsup-16,0.0,16,train,50,2,0,96.94,
softmean,nsup-16,0.0,16,train,50,3,0,96.94,
softmean,nsup-16,0.0,16,train,50,4,0,96.94,
softmean,nsup-16,0.0,16,train,50,5,0,96.94,
softmean,nsup-16,0.0,16,train,50,6,0,96.94,
softmean,nsup-16,0.0,16,train,50,7,0,96.94,
softmean,nsup-16,0.0,16,train,50,8,0,96.94,
softmean,nsup-16,0.0,16,train,50,9,0,96.94,
softmean,nsup-16,0.0,16,train,50,10,0,96.94,
softmean,nsup-16,0.0,16,train,50,11,0,96.94,
softmean,nsup-16,0.0,16,train,50,12,0,96.94,
softmean,nsup-16,0.0,16,train,50,13,0,96.94,
softmean,nsup-16,0.0,16,train,50,14,0,96.94,
softmean,nsup-16,0.0,16,train,50,15,0,96.94,
softmean,nsup-16,0.0,16,train,50,16,0,96.94,includes never-halted
softmean,nsup-16,0.0,16,val,50,1,5000,96.94,
softmean,nsup-16,0.0,16,val,50,2,0,96.94,
softmean,nsup-16,0.0,16,val,50,3,0,96.94,
softmean,nsup-16,0.0,16,val,50,4,0,96.94,
softmean,nsup-16,0.0,16,val,50,5,0,96.94,
softmean,nsup-16,0.0,16,val,50,6,0,96.94,
softmean,nsup-16,0.0,16,val,50,7,0,96.94,
softmean,nsup-16,0.0,16,val,50,8,0,96.94,
softmean,nsup-16,0.0,16,val,50,9,0,96.94,
softmean,nsup-16,0.0,16,val,50,10,0,96.94,
softmean,nsup-16,0.0,16,val,50,11,0,96.94,
softmean,nsup-16,0.0,16,val,50,12,0,96.94,
softmean,nsup-16,0.0,16,val,50,13,0,96.94,
softmean,nsup-16,0.0,16,val,50,14,0,96.94,
softmean,nsup-16,0.0,16,val,50,15,0,96.94,
softmean,nsup-16,0.0,16,val,50,16,0,96.94,includes never-halted
softmean,nsup-16,0.0,16,train,60,1,45000,98.66,
softmean,nsup-16,0.0,16,train,60,2,0,98.66,
softmean,nsup-16,0.0,16,train,60,3,0,98.66,
softmean,nsup-16,0.0,16,train,60,4,0,98.66,
softmean,nsup-16,0.0,16,train,60,5,0,98.66,
softmean,nsup-16,0.0,16,train,60,6,0,98.66,
softmean,nsup-16,0.0,16,train,60,7,0,98.66,
softmean,nsup-16,0.0,16,train,60,8,0,98.66,
softmean,nsup-16,0.0,16,train,60,9,0,98.66,
softmean,nsup-16,0.0,16,train,60,10,0,98.66,
softmean,nsup-16,0.0,16,train,60,11,0,98.66,
softmean,nsup-16,0.0,16,train,60,12,0,98.66,
softmean,nsup-16,0.0,16,train,60,13,0,98.66,
softmean,nsup-16,0.0,16,train,60,14,0,98.66,
softmean,nsup-16,0.0,16,train,60,15,0,98.66,
softmean,nsup-16,0.0,16,train,60,16,0,98.66,includes never-halted
softmean,nsup-16,0.0,16,val,60,1,5000,98.66,
softmean,nsup-16,0.0,16,val,60,2,0,98.66,
softmean,nsup-16,0.0,16,val,60,3,0,98.66,
softmean,nsup-16,0.0,16,val,60,4,0,98.66,
softmean,nsup-16,0.0,16,val,60,5,0,98.66,
softmean,nsup-16,0.0,16,val,60,6,0,98.66,
softmean,nsup-16,0.0,16,val,60,7,0,98.66,
softmean,nsup-16,0.0,16,val,60,8,0,98.66,
softmean,nsup-16,0.0,16,val,60,9,0,98.66,
softmean,nsup-16,0.0,16,val,60,10,0,98.66,
softmean,nsup-16,0.0,16,val,60,11,0,98.66,
softmean,nsup-16,0.0,16,val,60,12,0,98.66,
softmean,nsup-16,0.0,16,val,60,13,0,98.66,
softmean,nsup-16,0.0,16,val,60,14,0,98.66,
softmean,nsup-16,0.0,16,val,60,15,0,98.66,
softmean,nsup-16,0.0,16,val,60,16,0,98.66,includes never-halted
softmean,nsup-16,0.0,16,train,70,1,45000,98.58,
softmean,nsup-16,0.0,16,train,70,2,0,98.58,
softmean,nsup-16,0.0,16,train,70,3,0,98.58,
softmean,nsup-16,0.0,16,train,70,4,0,98.58,
softmean,nsup-16,0.0,16,train,70,5,0,98.58,
softmean,nsup-16,0.0,16,train,70,6,0,98.58,
softmean,nsup-16,0.0,16,train,70,7,0,98.58,
softmean,nsup-16,0.0,16,train,70,8,0,98.58,
softmean,nsup-16,0.0,16,train,70,9,0,98.58,
softmean,nsup-16,0.0,16,train,70,10,0,98.58,
softmean,nsup-16,0.0,16,train,70,11,0,98.58,
softmean,nsup-16,0.0,16,train,70,12,0,98.58,
softmean,nsup-16,0.0,16,train,70,13,0,98.58,
softmean,nsup-16,0.0,16,train,70,14,0,98.58,
softmean,nsup-16,0.0,16,train,70,15,0,98.58,
softmean,nsup-16,0.0,16,train,70,16,0,98.58,includes never-halted
softmean,nsup-16,0.0,16,val,70,1,5000,98.58,
softmean,nsup-16,0.0,16,val,70,2,0,98.58,
softmean,nsup-16,0.0,16,val,70,3,0,98.58,
softmean,nsup-16,0.0,16,val,70,4,0,98.58,
softmean,nsup-16,0.0,16,val,70,5,0,98.58,
softmean,nsup-16,0.0,16,val,70,6,0,98.58,
softmean,nsup-16,0.0,16,val,70,7,0,98.58,
softmean,nsup-16,0.0,16,val,70,8,0,98.58,
softmean,nsup-16,0.0,16,val,70,9,0,98.58,
softmean,nsup-16,0.0,16,val,70,10,0,98.58,
softmean,nsup-16,0.0,16,val,70,11,0,98.58,
softmean,nsup-16,0.0,16,val,70,12,0,98.58,
softmean,nsup-16,0.0,16,val,70,13,0,98.58,
softmean,nsup-16,0.0,16,val,70,14,0,98.58,
softmean,nsup-16,0.0,16,val,70,15,0,98.58,
softmean,nsup-16,0.0,16,val,70,16,0,98.58,includes never-halted
softmean,nsup-16,0.0,16,train,80,1,45000,94.26,
softmean,nsup-16,0.0,16,train,80,2,0,94.26,
softmean,nsup-16,0.0,16,train,80,3,0,94.26,
softmean,nsup-16,0.0,16,train,80,4,0,94.26,
softmean,nsup-16,0.0,16,train,80,5,0,94.26,
softmean,nsup-16,0.0,16,train,80,6,0,94.26,
softmean,nsup-16,0.0,16,train,80,7,0,94.26,
softmean,nsup-16,0.0,16,train,80,8,0,94.26,
softmean,nsup-16,0.0,16,train,80,9,0,94.26,
softmean,nsup-16,0.0,16,train,80,10,0,94.26,
softmean,nsup-16,0.0,16,train,80,11,0,94.26,
softmean,nsup-16,0.0,16,train,80,12,0,94.26,
softmean,nsup-16,0.0,16,train,80,13,0,94.26,
softmean,nsup-16,0.0,16,train,80,14,0,94.26,
softmean,nsup-16,0.0,16,train,80,15,0,94.26,
softmean,nsup-16,0.0,16,train,80,16,0,94.26,includes never-halted
softmean,nsup-16,0.0,16,val,80,1,5000,94.26,
softmean,nsup-16,0.0,16,val,80,2,0,94.26,
softmean,nsup-16,0.0,16,val,80,3,0,94.26,
softmean,nsup-16,0.0,16,val,80,4,0,94.26,
softmean,nsup-16,0.0,16,val,80,5,0,94.26,
softmean,nsup-16,0.0,16,val,80,6,0,94.26,
softmean,nsup-16,0.0,16,val,80,7,0,94.26,
softmean,nsup-16,0.0,16,val,80,8,0,94.26,
softmean,nsup-16,0.0,16,val,80,9,0,94.26,
softmean,nsup-16,0.0,16,val,80,10,0,94.26,
softmean,nsup-16,0.0,16,val,80,11,0,94.26,
softmean,nsup-16,0.0,16,val,80,12,0,94.26,
softmean,nsup-16,0.0,16,val,80,13,0,94.26,
softmean,nsup-16,0.0,16,val,80,14,0,94.26,
softmean,nsup-16,0.0,16,val,80,15,0,94.26,
softmean,nsup-16,0.0,16,val,80,16,0,94.26,includes never-halted
softmean,nsup-16,0.0,16,train,90,1,45000,94.72,
softmean,nsup-16,0.0,16,train,90,2,0,94.72,
softmean,nsup-16,0.0,16,train,90,3,0,94.72,
softmean,nsup-16,0.0,16,train,90,4,0,94.72,
softmean,nsup-16,0.0,16,train,90,5,0,94.72,
softmean,nsup-16,0.0,16,train,90,6,0,94.72,
softmean,nsup-16,0.0,16,train,90,7,0,94.72,
softmean,nsup-16,0.0,16,train,90,8,0,94.72,
softmean,nsup-16,0.0,16,train,90,9,0,94.72,
softmean,nsup-16,0.0,16,train,90,10,0,94.72,
softmean,nsup-16,0.0,16,train,90,11,0,94.72,
softmean,nsup-16,0.0,16,train,90,12,0,94.72,
softmean,nsup-16,0.0,16,train,90,13,0,94.72,
softmean,nsup-16,0.0,16,train,90,14,0,94.72,
softmean,nsup-16,0.0,16,train,90,15,0,94.72,
softmean,nsup-16,0.0,16,train,90,16,0,94.72,includes never-halted
softmean,nsup-16,0.0,16,val,90,1,5000,94.72,
softmean,nsup-16,0.0,16,val,90,2,0,94.72,
softmean,nsup-16,0.0,16,val,90,3,0,94.72,
softmean,nsup-16,0.0,16,val,90,4,0,94.72,
softmean,nsup-16,0.0,16,val,90,5,0,94.72,
softmean,nsup-16,0.0,16,val,90,6,0,94.72,
softmean,nsup-16,0.0,16,val,90,7,0,94.72,
softmean,nsup-16,0.0,16,val,90,8,0,94.72,
softmean,nsup-16,0.0,16,val,90,9,0,94.72,
softmean,nsup-16,0.0,16,val,90,10,0,94.72,
softmean,nsup-16,0.0,16,val,90,11,0,94.72,
softmean,nsup-16,0.0,16,val,90,12,0,94.72,
softmean,nsup-16,0.0,16,val,90,13,0,94.72,
softmean,nsup-16,0.0,16,val,90,14,0,94.72,
softmean,nsup-16,0.0,16,val,90,15,0,94.72,
softmean,nsup-16,0.0,16,val,90,16,0,94.72,includes never-halted
binary-em,halt-0,0.0,5,train,0,1,0,0.08,
binary-em,halt-0,0.0,5,train,0,2,0,0.08,
binary-em,halt-0,0.0,5,train,0,3,0,0.08,
binary-em,halt-0,0.0,5,train,0,4,0,0.08,
binary-em,halt-0,0.0,5,train,0,5,45000,0.08,includes never-halted
binary-em,halt-0,0.0,5,val,0,1,0,0.08,
binary-em,halt-0,0.0,5,val,0,2,0,0.08,
binary-em,halt-0,0.0,5,val,0,3,0,0.08,
binary-em,halt-0,0.0,5,val,0,4,0,0.08,
binary-em,halt-0,0.0,5,val,0,5,5000,0.08,includes never-halted
binary-em,halt-0,0.0,5,train,10,1,0,6.82,
binary-em,halt-0,0.0,5,train,10,2,0,6.82,
binary-em,halt-0,0.0,5,train,10,3,0,6.82,
binary-em,halt-0,0.0,5,train,10,4,0,6.82,
binary-em,halt-0,0.0,5,train,10,5,45000,6.82,includes never-halted
binary-em,halt-0,0.0,5,val,10,1,0,6.82,
binary-em,halt-0,0.0,5,val,10,2,0,6.82,
binary-em,halt-0,0.0,5,val,10,3,0,6.82,
binary-em,halt-0,0.0,5,val,10,4,0,6.82,
binary-em,halt-0,0.0,5,val,10,5,5000,6.82,includes never-halted
binary-em,halt-0,0.0,5,train,20,1,0,8.22,
binary-em,halt-0,0.0,5,train,20,2,0,8.22,
binary-em,halt-0,0.0,5,train,20,3,0,8.22,
binary-em,halt-0,0.0,5,train,20,4,0,8.22,
binary-em,halt-0,0.0,5,train,20,5,45000,8.22,includes never-halted
binary-em,halt-0,0.0,5,val,20,1,0,8.22,
binary-em,halt-0,0.0,5,val,20,2,0,8.22,
binary-em,halt-0,0.0,5,val,20,3,0,8.22,
binary-em,halt-0,0.0,5,val,20,4,0,8.22,
binary-em,halt-0,0.0,5,val,20,5,5000,8.22,includes never-halted
binary-em,halt-0,0.0,5,train,30,1,45,23.06,
binary-em,halt-0,0.0,5,train,30,2,24,23.06,
binary-em,halt-0,0.0,5,train,30,3,2,23.06,
binary-em,halt-0,0.0,5,train,30,4,0,23.06,
binary-em,halt-0,0.0,5,train,30,5,44929,23.06,includes never-halted
binary-em,halt-0,0.0,5,val,30,1,3,23.06,
binary-em,halt-0,0.0,5,val,30,2,3,23.06,
binary-em,halt-0,0.0,5,val,30,3,0,23.06,
binary-em,halt-0,0.0,5,val,30,4,0,23.06,
binary-em,halt-0,0.0,5,val,30,5,4994,23.06,includes never-halted
binary-em,halt-0,0.0,5,train,40,1,42177,66.80,
binary-em,halt-0,0.0,5,train,40,2,407,66.80,
binary-em,halt-0,0.0,5,train,40,3,56,66.80,
binary-em,halt-0,0.0,5,train,40,4,8,66.80,
binary-em,halt-0,0.0,5,train,40,5,2352,66.80,includes never-halted
binary-em,halt-0,0.0,5,val,40,1,4048,66.80,
binary-em,halt-0,0.0,5,val,40,2,209,66.80,
binary-em,halt-0,0.0,5,val,40,3,24,66.80,
binary-em,halt-0,0.0,5,val,40,4,6,66.80,
binary-em,halt-0,0.0,5,val,40,5,713,66.80,includes never-halted
binary-em,halt-0,0.0,5,train,50,1,44999,96.86,
binary-em,halt-0,0.0,5,train,50,2,1,96.86,
binary-em,halt-0,0.0,5,train,50,3,0,96.86,
binary-em,halt-0,0.0,5,train,50,4,0,96.86,
binary-em,halt-0,0.0,5,train,50,5,0,96.86,includes never-halted
binary-em,halt-0,0.0,5,val,50,1,5000,96.86,
binary-em,halt-0,0.0,5,val,50,2,0,96.86,
binary-em,halt-0,0.0,5,val,50,3,0,96.86,
binary-em,halt-0,0.0,5,val,50,4,0,96.86,
binary-em,halt-0,0.0,5,val,50,5,0,96.86,includes never-halted
binary-em,halt-0,0.0,5,train,60,1,45000,99.12,
binary-em,halt-0,0.0,5,train,60,2,0,99.12,
binary-em,halt-0,0.0,5,train,60,3,0,99.12,
binary-em,halt-0,0.0,5,train,60,4,0,99.12,
binary-em,halt-0,0.0,5,train,60,5,0,99.12,includes never-halted
binary-em,halt-0,0.0,5,val,60,1,5000,99.12,
binary-em,halt-0,0.0,5,val,60,2,0,99.12,
binary-em,halt-0,0.0,5,val,60,3,0,99.12,
binary-em,halt-0,0.0,5,val,60,4,0,99.12,
binary-em,halt-0,0.0,5,val,60,5,0,99.12,includes never-halted
binary-em,halt-0,0.0,5,train,70,1,44999,98.88,
binary-em,halt-0,0.0,5,train,70,2,1,98.88,
binary-em,halt-0,0.0,5,train,70,3,0,98.88,
binary-em,halt-0,0.0,5,train,70,4,0,98.88,
binary-em,halt-0,0.0,5,train,70,5,0,98.88,includes never-halted
binary-em,halt-0,0.0,5,val,70,1,5000,98.88,
binary-em,halt-0,0.0,5,val,70,2,0,98.88,
binary-em,halt-0,0.0,5,val,70,3,0,98.88,
binary-em,halt-0,0.0,5,val,70,4,0,98.88,
binary-em,halt-0,0.0,5,val,70,5,0,98.88,includes never-halted
binary-em,halt-0,0.0,5,train,80,1,45000,98.38,
binary-em,halt-0,0.0,5,train,80,2,0,98.38,
binary-em,halt-0,0.0,5,train,80,3,0,98.38,
binary-em,halt-0,0.0,5,train,80,4,0,98.38,
binary-em,halt-0,0.0,5,train,80,5,0,98.38,includes never-halted
binary-em,halt-0,0.0,5,val,80,1,5000,98.38,
binary-em,halt-0,0.0,5,val,80,2,0,98.38,
binary-em,halt-0,0.0,5,val,80,3,0,98.38,
binary-em,halt-0,0.0,5,val,80,4,0,98.38,
binary-em,halt-0,0.0,5,val,80,5,0,98.38,includes never-halted
binary-em,halt-0,0.0,5,train,90,1,44993,99.46,
binary-em,halt-0,0.0,5,train,90,2,4,99.46,
binary-em,halt-0,0.0,5,train,90,3,1,99.46,
binary-em,halt-0,0.0,5,train,90,4,0,99.46,
binary-em,halt-0,0.0,5,train,90,5,2,99.46,includes never-halted
binary-em,halt-0,0.0,5,val,90,1,5000,99.46,
binary-em,halt-0,0.0,5,val,90,2,0,99.46,
binary-em,halt-0,0.0,5,val,90,3,0,99.46,
binary-em,halt-0,0.0,5,val,90,4,0,99.46,
binary-em,halt-0,0.0,5,val,90,5,0,99.46,includes never-halted
binary-em,halt-1.5,1.5,5,train,0,1,0,0.06,
binary-em,halt-1.5,1.5,5,train,0,2,0,0.06,
binary-em,halt-1.5,1.5,5,train,0,3,0,0.06,
binary-em,halt-1.5,1.5,5,train,0,4,0,0.06,
binary-em,halt-1.5,1.5,5,train,0,5,45000,0.06,includes never-halted
binary-em,halt-1.5,1.5,5,val,0,1,0,0.06,
binary-em,halt-1.5,1.5,5,val,0,2,0,0.06,
binary-em,halt-1.5,1.5,5,val,0,3,0,0.06,
binary-em,halt-1.5,1.5,5,val,0,4,0,0.06,
binary-em,halt-1.5,1.5,5,val,0,5,5000,0.06,includes never-halted
binary-em,halt-1.5,1.5,5,train,10,1,0,6.86,
binary-em,halt-1.5,1.5,5,train,10,2,0,6.86,
binary-em,halt-1.5,1.5,5,train,10,3,0,6.86,
binary-em,halt-1.5,1.5,5,train,10,4,0,6.86,
binary-em,halt-1.5,1.5,5,train,10,5,45000,6.86,includes never-halted
binary-em,halt-1.5,1.5,5,val,10,1,0,6.86,
binary-em,halt-1.5,1.5,5,val,10,2,0,6.86,
binary-em,halt-1.5,1.5,5,val,10,3,0,6.86,
binary-em,halt-1.5,1.5,5,val,10,4,0,6.86,
binary-em,halt-1.5,1.5,5,val,10,5,5000,6.86,includes never-halted
binary-em,halt-1.5,1.5,5,train,20,1,0,9.22,
binary-em,halt-1.5,1.5,5,train,20,2,0,9.22,
binary-em,halt-1.5,1.5,5,train,20,3,0,9.22,
binary-em,halt-1.5,1.5,5,train,20,4,0,9.22,
binary-em,halt-1.5,1.5,5,train,20,5,45000,9.22,includes never-halted
binary-em,halt-1.5,1.5,5,val,20,1,0,9.22,
binary-em,halt-1.5,1.5,5,val,20,2,0,9.22,
binary-em,halt-1.5,1.5,5,val,20,3,0,9.22,
binary-em,halt-1.5,1.5,5,val,20,4,0,9.22,
binary-em,halt-1.5,1.5,5,val,20,5,5000,9.22,includes never-halted
binary-em,halt-1.5,1.5,5,train,30,1,0,16.36,
binary-em,halt-1.5,1.5,5,train,30,2,0,16.36,
binary-em,halt-1.5,1.5,5,train,30,3,0,16.36,
binary-em,halt-1.5,1.5,5,train,30,4,0,16.36,
binary-em,halt-1.5,1.5,5,train,30,5,45000,16.36,includes never-halted
binary-em,halt-1.5,1.5,5,val,30,1,0,16.36,
binary-em,halt-1.5,1.5,5,val,30,2,0,16.36,
binary-em,halt-1.5,1.5,5,val,30,3,0,16.36,
binary-em,halt-1.5,1.5,5,val,30,4,0,16.36,
binary-em,halt-1.5,1.5,5,val,30,5,5000,16.36,includes never-halted
binary-em,halt-1.5,1.5,5,train,40,1,30402,88.08,
binary-em,halt-1.5,1.5,5,train,40,2,3725,88.08,
binary-em,halt-1.5,1.5,5,train,40,3,448,88.08,
binary-em,halt-1.5,1.5,5,train,40,4,64,88.08,
binary-em,halt-1.5,1.5,5,train,40,5,10361,88.08,includes never-halted
binary-em,halt-1.5,1.5,5,val,40,1,4203,88.08,
binary-em,halt-1.5,1.5,5,val,40,2,222,88.08,
binary-em,halt-1.5,1.5,5,val,40,3,47,88.08,
binary-em,halt-1.5,1.5,5,val,40,4,9,88.08,
binary-em,halt-1.5,1.5,5,val,40,5,519,88.08,includes never-halted
binary-em,halt-1.5,1.5,5,train,50,1,33583,86.14,
binary-em,halt-1.5,1.5,5,train,50,2,2881,86.14,
binary-em,halt-1.5,1.5,5,train,50,3,300,86.14,
binary-em,halt-1.5,1.5,5,train,50,4,35,86.14,
binary-em,halt-1.5,1.5,5,train,50,5,8201,86.14,includes never-halted
binary-em,halt-1.5,1.5,5,val,50,1,4579,86.14,
binary-em,halt-1.5,1.5,5,val,50,2,156,86.14,
binary-em,halt-1.5,1.5,5,val,50,3,25,86.14,
binary-em,halt-1.5,1.5,5,val,50,4,5,86.14,
binary-em,halt-1.5,1.5,5,val,50,5,235,86.14,includes never-halted
binary-em,halt-1.5,1.5,5,train,60,1,38052,92.32,
binary-em,halt-1.5,1.5,5,train,60,2,1845,92.32,
binary-em,halt-1.5,1.5,5,train,60,3,162,92.32,
binary-em,halt-1.5,1.5,5,train,60,4,12,92.32,
binary-em,halt-1.5,1.5,5,train,60,5,4929,92.32,includes never-halted
binary-em,halt-1.5,1.5,5,val,60,1,4832,92.32,
binary-em,halt-1.5,1.5,5,val,60,2,111,92.32,
binary-em,halt-1.5,1.5,5,val,60,3,5,92.32,
binary-em,halt-1.5,1.5,5,val,60,4,0,92.32,
binary-em,halt-1.5,1.5,5,val,60,5,52,92.32,includes never-halted
binary-em,halt-1.5,1.5,5,train,70,1,37938,79.48,
binary-em,halt-1.5,1.5,5,train,70,2,1645,79.48,
binary-em,halt-1.5,1.5,5,train,70,3,140,79.48,
binary-em,halt-1.5,1.5,5,train,70,4,26,79.48,
binary-em,halt-1.5,1.5,5,train,70,5,5251,79.48,includes never-halted
binary-em,halt-1.5,1.5,5,val,70,1,4526,79.48,
binary-em,halt-1.5,1.5,5,val,70,2,159,79.48,
binary-em,halt-1.5,1.5,5,val,70,3,8,79.48,
binary-em,halt-1.5,1.5,5,val,70,4,0,79.48,
binary-em,halt-1.5,1.5,5,val,70,5,307,79.48,includes never-halted
binary-em,halt-1.5,1.5,5,train,80,1,38566,90.64,
binary-em,halt-1.5,1.5,5,train,80,2,1397,90.64,
binary-em,halt-1.5,1.5,5,train,80,3,103,90.64,
binary-em,halt-1.5,1.5,5,train,80,4,30,90.64,
binary-em,halt-1.5,1.5,5,train,80,5,4904,90.64,includes never-halted
binary-em,halt-1.5,1.5,5,val,80,1,4714,90.64,
binary-em,halt-1.5,1.5,5,val,80,2,74,90.64,
binary-em,halt-1.5,1.5,5,val,80,3,5,90.64,
binary-em,halt-1.5,1.5,5,val,80,4,0,90.64,
binary-em,halt-1.5,1.5,5,val,80,5,207,90.64,includes never-halted
binary-em,halt-1.5,1.5,5,train,90,1,39827,87.56,
binary-em,halt-1.5,1.5,5,train,90,2,817,87.56,
binary-em,halt-1.5,1.5,5,train,90,3,78,87.56,
binary-em,halt-1.5,1.5,5,train,90,4,15,87.56,
binary-em,halt-1.5,1.5,5,train,90,5,4263,87.56,includes never-halted
binary-em,halt-1.5,1.5,5,val,90,1,4393,87.56,
binary-em,halt-1.5,1.5,5,val,90,2,98,87.56,
binary-em,halt-1.5,1.5,5,val,90,3,7,87.56,
binary-em,halt-1.5,1.5,5,val,90,4,0,87.56,
binary-em,halt-1.5,1.5,5,val,90,5,502,87.56,includes never-halted
binary-em,halt-3.0,3.0,5,train,0,1,0,0.10,
binary-em,halt-3.0,3.0,5,train,0,2,0,0.10,
binary-em,halt-3.0,3.0,5,train,0,3,0,0.10,
binary-em,halt-3.0,3.0,5,train,0,4,0,0.10,
binary-em,halt-3.0,3.0,5,train,0,5,45000,0.10,includes never-halted
binary-em,halt-3.0,3.0,5,val,0,1,0,0.10,
binary-em,halt-3.0,3.0,5,val,0,2,0,0.10,
binary-em,halt-3.0,3.0,5,val,0,3,0,0.10,
binary-em,halt-3.0,3.0,5,val,0,4,0,0.10,
binary-em,halt-3.0,3.0,5,val,0,5,5000,0.10,includes never-halted
binary-em,halt-3.0,3.0,5,train,10,1,0,7.12,
binary-em,halt-3.0,3.0,5,train,10,2,0,7.12,
binary-em,halt-3.0,3.0,5,train,10,3,0,7.12,
binary-em,halt-3.0,3.0,5,train,10,4,0,7.12,
binary-em,halt-3.0,3.0,5,train,10,5,45000,7.12,includes never-halted
binary-em,halt-3.0,3.0,5,val,10,1,0,7.12,
binary-em,halt-3.0,3.0,5,val,10,2,0,7.12,
binary-em,halt-3.0,3.0,5,val,10,3,0,7.12,
binary-em,halt-3.0,3.0,5,val,10,4,0,7.12,
binary-em,halt-3.0,3.0,5,val,10,5,5000,7.12,includes never-halted
binary-em,halt-3.0,3.0,5,train,20,1,0,8.36,
binary-em,halt-3.0,3.0,5,train,20,2,0,8.36,
binary-em,halt-3.0,3.0,5,train,20,3,0,8.36,
binary-em,halt-3.0,3.0,5,train,20,4,0,8.36,
binary-em,halt-3.0,3.0,5,train,20,5,45000,8.36,includes never-halted
binary-em,halt-3.0,3.0,5,val,20,1,0,8.36,
binary-em,halt-3.0,3.0,5,val,20,2,0,8.36,
binary-em,halt-3.0,3.0,5,val,20,3,0,8.36,
binary-em,halt-3.0,3.0,5,val,20,4,0,8.36,
binary-em,halt-3.0,3.0,5,val,20,5,5000,8.36,includes never-halted
binary-em,halt-3.0,3.0,5,train,30,1,0,9.36,
binary-em,halt-3.0,3.0,5,train,30,2,0,9.36,
binary-em,halt-3.0,3.0,5,train,30,3,0,9.36,
binary-em,halt-3.0,3.0,5,train,30,4,0,9.36,
binary-em,halt-3.0,3.0,5,train,30,5,45000,9.36,includes never-halted
binary-em,halt-3.0,3.0,5,val,30,1,0,9.36,
binary-em,halt-3.0,3.0,5,val,30,2,0,9.36,
binary-em,halt-3.0,3.0,5,val,30,3,0,9.36,
binary-em,halt-3.0,3.0,5,val,30,4,0,9.36,
binary-em,halt-3.0,3.0,5,val,30,5,5000,9.36,includes never-halted
binary-em,halt-3.0,3.0,5,train,40,1,1636,89.68,
binary-em,halt-3.0,3.0,5,train,40,2,1875,89.68,
binary-em,halt-3.0,3.0,5,train,40,3,171,89.68,
binary-em,halt-3.0,3.0,5,train,40,4,28,89.68,
binary-em,halt-3.0,3.0,5,train,40,5,41290,89.68,includes never-halted
binary-em,halt-3.0,3.0,5,val,40,1,253,89.68,
binary-em,halt-3.0,3.0,5,val,40,2,136,89.68,
binary-em,halt-3.0,3.0,5,val,40,3,23,89.68,
binary-em,halt-3.0,3.0,5,val,40,4,5,89.68,
binary-em,halt-3.0,3.0,5,val,40,5,4583,89.68,includes never-halted
binary-em,halt-3.0,3.0,5,train,50,1,16387,94.10,
binary-em,halt-3.0,3.0,5,train,50,2,5495,94.10,
binary-em,halt-3.0,3.0,5,train,50,3,510,94.10,
binary-em,halt-3.0,3.0,5,train,50,4,66,94.10,
binary-em,halt-3.0,3.0,5,train,50,5,22542,94.10,includes never-halted
binary-em,halt-3.0,3.0,5,val,50,1,2197,94.10,
binary-em,halt-3.0,3.0,5,val,50,2,659,94.10,
binary-em,halt-3.0,3.0,5,val,50,3,84,94.10,
binary-em,halt-3.0,3.0,5,val,50,4,9,94.10,
binary-em,halt-3.0,3.0,5,val,50,5,2051,94.10,includes never-halted
binary-em,halt-3.0,3.0,5,train,60,1,24224,93.80,
binary-em,halt-3.0,3.0,5,train,60,2,4804,93.80,
binary-em,halt-3.0,3.0,5,train,60,3,605,93.80,
binary-em,halt-3.0,3.0,5,train,60,4,91,93.80,
